submittedAt,name,category,subcategory,brand,description,price,costPrice,stockQuantity,unit,status,isFeatured,imageUrl,barcode,weightInGrams,shortDescription,netWeight,packageSize,unitsPerCarton,origin,ingredients,allergens,nutritionalInfo,servingSize,servingsPerPack,storageInstructions,shelfLifeDays,requiresRefrigeration,requiresFreezing,isOrganic,isHalal,isKosher,isVegan,isGlutenFree,nafdacNumber,tags
09/04/2026 10.52.09,Beer Sauce,Sauces and Dressing,Sauce,Ristoris,"Ristoris Beer Sauce is crafted using natural ingredients in the Tuscan tradition. This flavourful sauce is excellent as a dip, spread, pasta topping, or condiment for grilled meats and fish.",19000,,5,Piece,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776609831/claude/beer-sauce-247425.jpg,8056515247425,520,"Ristoris Beer Sauce – a versatile, premium Italian artisanal sauce, great as a dip or condiment.",520g,Tin/Jar,6,Italy,,,"{""calories"": 80, ""protein_g"": 4, ""carbs_g"": 6, ""fat_g"": 4, ""fiber_g"": 2, ""sodium_mg"": 500}",100g,~5 servings,"Store in a cool, dry place. Once opened, refrigerate and use within 3–4 days.",1095,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,sauce|dip|condiment|Ristoris|Italian|sauce
09/04/2026 10.57.09,Caramelized Onions Sauce,Sauces and Dressing,sauce,Ristoris,"Ristoris Caramelized Onions Sauce is crafted using natural ingredients in the Tuscan tradition. This flavourful sauce is excellent as a dip, spread, pasta topping, or condiment for grilled meats and fish.",14100,,5,Piece,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776609841/claude/caramelized-onions-sauce-245919.jpg,8056515245919,570,"Ristoris Caramelized Onions Sauce – a versatile, premium Italian artisanal sauce, great as a dip or condiment.",570g,Tin/Jar,6,Italy,,,"{""calories"": 80, ""protein_g"": 4, ""carbs_g"": 6, ""fat_g"": 4, ""fiber_g"": 2, ""sodium_mg"": 500}",100g,~5 servings,"Store in a cool, dry place. Once opened, refrigerate and use within 3–4 days.",1095,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,sauce|dip|condiment|Ristoris|Italian|sauce
09/04/2026 11.01.02,Smoked Peppers Sauce,Sauces and Dressing,Sauce,Ristoris,"Ristoris Smoked Peppers Sauce is crafted using natural ingredients in the Tuscan tradition. This flavourful sauce is excellent as a dip, spread, pasta topping, or condiment for grilled meats and fish.",15200,,4,Piece,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776609851/claude/smoked-peppers-sauce-245902.jpg,8056515245902,510,"Ristoris Smoked Peppers Sauce – a versatile, premium Italian artisanal sauce, great as a dip or condiment.",510g,Tin/Jar,6,Italy,,,"{""calories"": 80, ""protein_g"": 4, ""carbs_g"": 6, ""fat_g"": 4, ""fiber_g"": 2, ""sodium_mg"": 500}",100g,~5 servings,"Store in a cool, dry place. Once opened, refrigerate and use within 3–4 days.",1095,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,sauce|dip|condiment|Ristoris|Italian|sauce
09/04/2026 11.04.48,Beetroot and Ginger Sauce,Sauces and Dressing,Sauce,Ristoris,"Ristoris Beetroot and Ginger Sauce is crafted using natural ingredients in the Tuscan tradition. This flavourful sauce is excellent as a dip, spread, pasta topping, or condiment for grilled meats and fish.",15200,,4,Piece,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776609863/claude/beetroot-and-ginger-sauce-247432.jpg,8056515247432,520,"Ristoris Beetroot and Ginger Sauce – a versatile, premium Italian artisanal sauce, great as a dip or condiment.",520g,Tin/Jar,6,Italy,,,"{""calories"": 80, ""protein_g"": 4, ""carbs_g"": 6, ""fat_g"": 4, ""fiber_g"": 2, ""sodium_mg"": 500}",100g,~5 servings,"Store in a cool, dry place. Once opened, refrigerate and use within 3–4 days.",1095,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,sauce|dip|condiment|Ristoris|Italian|sauce
09/04/2026 11.08.17,Caramelized Red Onions Sauce,Sauces and Dressing,Sauce,Ristoris,"Ristoris Caramelized Red Onions Sauce is crafted using natural ingredients in the Tuscan tradition. This flavourful sauce is excellent as a dip, spread, pasta topping, or condiment for grilled meats and fish.",14100,,3,Piece,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776609874/claude/caramelized-red-onions-sauce-245896.jpg,8056515245896,570,"Ristoris Caramelized Red Onions Sauce – a versatile, premium Italian artisanal sauce, great as a dip or condiment.",570g,Tin/Jar,6,Italy,,,"{""calories"": 80, ""protein_g"": 4, ""carbs_g"": 6, ""fat_g"": 4, ""fiber_g"": 2, ""sodium_mg"": 500}",100g,~5 servings,"Store in a cool, dry place. Once opened, refrigerate and use within 3–4 days.",1095,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,sauce|dip|condiment|Ristoris|Italian|sauce
09/04/2026 11.12.22,Sauteed Finferli Mushrooms,Canned Food,Canned Vegetables,Ristoris,"Ristoris Whole Boletus Mushrooms (Porcini) are carefully selected Italian wild mushrooms preserved at peak freshness. Rich, earthy, and deeply flavoured. Ideal for pasta, risotto, soups, and meat dishes.",47580,,4,Tin,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776609884/claude/sauteed-finferli-mushrooms-245636.jpg,8056515245636,780,"Ristoris Whole Boletus Mushrooms – premium Italian wild mushrooms canned in brine, perfect for pasta and risotto.",780g,Tin,6,Italy,,,"{""calories"": 22, ""protein_g"": 3, ""carbs_g"": 2, ""fat_g"": 0.5, ""fiber_g"": 2, ""sodium_mg"": 400}",100g,~7 servings,"Store in a cool, dry place. Once opened, transfer to a non-metallic container and refrigerate. Use within 2 days.",1825,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,canned mushrooms|porcini|boletus|Ristoris|Italian|wild mushrooms
09/04/2026 11.16.06,4 Cheese Sauce,Sauces and Dressing,Sauce,Ristoris,"Ristoris 4 Cheese Sauce combines four premium Italian cheeses in a velvety cream base. Perfect for penne, gnocchi, or as a decadent pizza topping. Ready in minutes.",22600,,10,Tin,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776609892/claude/4-cheese-sauce-242529.jpg,8056515242529,400,"Ristoris 4 Cheese Sauce – a rich, creamy blend of four Italian cheeses for an indulgent pasta sauce.",400g,Tin/Jar,6,Italy,,Dairy,"{""calories"": 150, ""protein_g"": 8, ""carbs_g"": 5, ""fat_g"": 11, ""fiber_g"": 0, ""sodium_mg"": 600}",100g,~4 servings,"Store in a cool, dry place. Once opened, refrigerate and use within 3–4 days.",1095,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,cheese sauce|4 cheese|pasta sauce|Ristoris|Italian
09/04/2026 11.19.58,Porcini Sauce With Truffle,Sauces and Dressing,Sauce,Ristoris,"Ristoris Porcini Sauce With Truffle features hand-selected Italian wild mushrooms slow-cooked in olive oil with herbs and garlic. An exquisite sauce for pasta, risotto, bruschetta, or grilled meats.",33100,,6,Tin,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776609901/claude/porcini-sauce-with-truffle-242574.jpg,8056515242574,400,"Ristoris Porcini Sauce With Truffle – premium Italian wild mushroom sauce, deeply earthy and aromatic.",400g,Tin/Jar,6,Italy,,,"{""calories"": 80, ""protein_g"": 4, ""carbs_g"": 6, ""fat_g"": 4, ""fiber_g"": 2, ""sodium_mg"": 500}",100g,~4 servings,"Store in a cool, dry place. Once opened, refrigerate and use within 3–4 days.",1095,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,mushroom sauce|Ristoris|Italian|truffle|wild mushroom
09/04/2026 11.26.14,Cunzari,Oil,Extra Vergine,Agricola Samperi,"Agricola Samperi Cunzari is a single-origin Sicilian extra virgin olive oil, cold-pressed from hand-picked olives. Fruity, slightly bitter with a peppery finish – a hallmark of quality Sicilian EVOO.",23700,,6,Bottle,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776609910/claude/cunzari-500987.jpg,23092500987,250,"Agricola Samperi Cunzari – premium cold-pressed Sicilian extra virgin olive oil with a rich, fruity character.",250ml,Bottle,6,Italy,100% Sicilian extra virgin olive oil,,"{""calories"": 884, ""protein_g"": 0, ""carbs_g"": 0, ""fat_g"": 100, ""fiber_g"": 0, ""sodium_mg"": 0}",15ml (1 tbsp),~16 servings,"Store in a cool, dark place away from heat and direct sunlight. Keep sealed.",730,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,olive oil|EVOO|Agricola Samperi|Sicilian|cold pressed
09/04/2026 11.30.39,Cunzari Rosmarino,Oil,Oil,Agricola Samperi,"Agricola Samperi Cunzari Rosmarino is a hand-crafted Sicilian extra virgin olive oil gently infused with fresh rosemary. Ideal for grilling, roasting meats and vegetables, or as a fragrant bread dip.",23700,,6,Bottle,Active,,https://res.cloudinary.com/nigittriple/image/upload/v1776609918/claude/cunzari-rosmarino-500221.jpg,23092500221,250,Agricola Samperi Cunzari Rosemary – premium Sicilian extra virgin olive oil infused with fresh rosemary.,250ml,Bottle,6,Italy,"Extra virgin olive oil, rosemary (Rosmarinus officinalis)",,"{""calories"": 884, ""protein_g"": 0, ""carbs_g"": 0, ""fat_g"": 100, ""fiber_g"": 0, ""sodium_mg"": 0}",15ml (1 tbsp),~16 servings,"Store in a cool, dark place away from heat and direct sunlight. Keep sealed.",730,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,olive oil|EVOO|rosemary oil|Agricola Samperi|Sicilian|infused oil
09/04/2026 11.32.57,Polenta Precooked Corn Flour,Flour,Precooked,Ristoris,"Ristoris Precooked Polenta Flour (Farina di Mais) is pre-cooked for quick preparation. Simply add to boiling salted water for a creamy, hearty polenta in minutes. Serve as a side with meat stews, cheese, or mushrooms.",4200,,19,Pack,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776609930/claude/polenta-precooked-corn-flour-240570.jpg,8056515240570,500,"Ristoris Precooked Polenta Corn Flour – instant polenta ready in minutes, traditional Italian comfort food.",1kg,Pack,10,Italy,Precooked yellow corn flour (polenta),,"{""calories"": 355, ""protein_g"": 8, ""carbs_g"": 75, ""fat_g"": 1, ""fiber_g"": 5, ""sodium_mg"": 5}",100g,~10 servings,"Store in a cool, dry place. Keep sealed to avoid moisture and pests.",365,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,polenta|corn flour|gluten free|Italian|Ristoris
09/04/2026 11.33.58,Cunzari Limone,Oil,Oil,Agricola Samperi,"Agricola Samperi Cunzari Limone is a fragrant Sicilian EVOO infused with natural lemon zest. Perfect drizzled over fish, seafood, salads, and grilled vegetables.",23700,,6,Bottle,Active,,https://res.cloudinary.com/nigittriple/image/upload/v1776609939/claude/cunzari-limone-500218.jpg,23092500218,250,Agricola Samperi Cunzari Lemon – Sicilian extra virgin olive oil with natural lemon zest.,250ml,Bottle,6,Italy,"Extra virgin olive oil, lemon zest",,"{""calories"": 884, ""protein_g"": 0, ""carbs_g"": 0, ""fat_g"": 100, ""fiber_g"": 0, ""sodium_mg"": 0}",15ml (1 tbsp),~16 servings,"Store in a cool, dark place away from heat and direct sunlight. Keep sealed.",730,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,olive oil|EVOO|lemon oil|Agricola Samperi|Sicilian
09/04/2026 11.37.38,Cunzari Arancia,Oil,Oil,Agricola Samperi,"Agricola Samperi Cunzari Arancia combines the finest Sicilian EVOO with natural orange zest. A versatile oil for marinades, salad dressings, desserts, and chocolate pairings.",23700,,6,Bottle,Active,,https://res.cloudinary.com/nigittriple/image/upload/v1776609947/claude/cunzari-arancia-500223.jpg,23092500223,250,Agricola Samperi Cunzari Orange – Sicilian extra virgin olive oil delicately infused with orange zest.,250ml,Bottle,6,Italy,"Extra virgin olive oil, orange zest",,"{""calories"": 884, ""protein_g"": 0, ""carbs_g"": 0, ""fat_g"": 100, ""fiber_g"": 0, ""sodium_mg"": 0}",15ml (1 tbsp),~16 servings,"Store in a cool, dark place away from heat and direct sunlight. Keep sealed.",730,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,olive oil|EVOO|orange oil|Agricola Samperi|Sicilian
09/04/2026 11.40.25,Giant Green Olive,Canned Food,Pickled Olives,Neri,Giant Green Olive is available at NigitTriple Supermarket Port Harcourt.,4000,,3,Piece,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776609957/claude/giant-green-olive-339036.jpg,8007830339036,310,Giant Green Olive – quality preserved food for your pantry.,310g,,,Italy,,,"{""calories"": 45, ""protein_g"": 2, ""carbs_g"": 6, ""fat_g"": 1.5, ""fiber_g"": 3, ""sodium_mg"": 450}",See packaging,See packaging,"Store in a cool, dry place. Once opened, transfer to a non-metallic container and refrigerate. Use within 2 days.",1825,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,canned food|neri|pickled olives
09/04/2026 11.41.11,Cunzari Basilico,Oil,Oil,Agricola Samperi,"Agricola Samperi Cunzari is a single-origin Sicilian extra virgin olive oil, cold-pressed from hand-picked olives. Fruity, slightly bitter with a peppery finish – a hallmark of quality Sicilian EVOO.",23700,,6,Bottle,Active,,https://res.cloudinary.com/nigittriple/image/upload/v1776609967/claude/cunzari-basilico-500213.jpg,23092500213,250,"Agricola Samperi Cunzari – premium cold-pressed Sicilian extra virgin olive oil with a rich, fruity character.",250ml,Bottle,6,Italy,100% Sicilian extra virgin olive oil,,"{""calories"": 884, ""protein_g"": 0, ""carbs_g"": 0, ""fat_g"": 100, ""fiber_g"": 0, ""sodium_mg"": 0}",15ml (1 tbsp),~16 servings,"Store in a cool, dark place away from heat and direct sunlight. Keep sealed.",730,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,olive oil|EVOO|Agricola Samperi|Sicilian|cold pressed
09/04/2026 11.45.50,Cunzari Basilico,Oil,Oil,Agricola Samperi,"Agricola Samperi Cunzari is a single-origin Sicilian extra virgin olive oil, cold-pressed from hand-picked olives. Fruity, slightly bitter with a peppery finish – a hallmark of quality Sicilian EVOO.",10600,,3,Bottle,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776609976/claude/cunzari-basilico-500215.jpg,23092500215,100,"Agricola Samperi Cunzari – premium cold-pressed Sicilian extra virgin olive oil with a rich, fruity character.",100ml,Bottle,6,Italy,100% Sicilian extra virgin olive oil,,"{""calories"": 884, ""protein_g"": 0, ""carbs_g"": 0, ""fat_g"": 100, ""fiber_g"": 0, ""sodium_mg"": 0}",15ml (1 tbsp),~6 servings,"Store in a cool, dark place away from heat and direct sunlight. Keep sealed.",730,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,olive oil|EVOO|Agricola Samperi|Sicilian|cold pressed
09/04/2026 11.48.59,Cunzari Limone,Oil,Oil,Agricola Samperi,"Agricola Samperi Cunzari Limone is a fragrant Sicilian EVOO infused with natural lemon zest. Perfect drizzled over fish, seafood, salads, and grilled vegetables.",10600,,6,Bottle,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776609985/claude/cunzari-limone-500224.jpg,23092500224,100,Agricola Samperi Cunzari Lemon – Sicilian extra virgin olive oil with natural lemon zest.,100ml,Bottle,6,Italy,"Extra virgin olive oil, lemon zest",,"{""calories"": 884, ""protein_g"": 0, ""carbs_g"": 0, ""fat_g"": 100, ""fiber_g"": 0, ""sodium_mg"": 0}",15ml (1 tbsp),~6 servings,"Store in a cool, dark place away from heat and direct sunlight. Keep sealed.",730,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,olive oil|EVOO|lemon oil|Agricola Samperi|Sicilian
09/04/2026 11.49.35,Vegetables Julienne in sweet and sour,Vegetable Preserves and fruits,pickled vegetables,Neri,Vegetables Julienne in sweet and sour is a premium quality Italian preserved product by Ristoris. Made from carefully selected ingredients and preserved in quality oil or brine to lock in flavour and freshness.,3000,,3,Piece,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776609995/claude/vegetables-julienne-in-sweet-and-sour-303037.jpg,8007830303037,300,"Vegetables Julienne in sweet and sour – premium Italian preserved vegetable, ideal as antipasto or cooking ingredient.",300g,Piece,6,Italy,,,"{""calories"": 60, ""protein_g"": 1, ""carbs_g"": 4, ""fat_g"": 4, ""fiber_g"": 2, ""sodium_mg"": 500}",100g,~3 servings,"Store in a cool, dry place. Refrigerate after opening and use within 3 days.",1095,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,preserved vegetables|antipasto|Italian|Ristoris|pickled vegetables
09/04/2026 11.52.34,Marinated Garlic in Sunflower Oil,Vegetable Preserves and fruits,pickled Vegetables,Neri,Marinated Garlic in Sunflower Oil is a premium quality Italian preserved product by Ristoris. Made from carefully selected ingredients and preserved in quality oil or brine to lock in flavour and freshness.,4000,,4,Piece,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776610005/claude/marinated-garlic-in-sunflower-oil-128043.jpg,8007830128043,190,"Marinated Garlic in Sunflower Oil – premium Italian preserved vegetable, ideal as antipasto or cooking ingredient.",190g,Piece,6,Italy,,,"{""calories"": 60, ""protein_g"": 1, ""carbs_g"": 4, ""fat_g"": 4, ""fiber_g"": 2, ""sodium_mg"": 500}",100g,~1 servings,"Store in a cool, dry place. Refrigerate after opening and use within 3 days.",1095,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,preserved vegetables|antipasto|Italian|Ristoris|pickled vegetables
09/04/2026 11.54.30,Cunzari Aglio & Peperoncino,Oil,Oil,Agricola Samperi,"Agricola Samperi Cunzari is a single-origin Sicilian extra virgin olive oil, cold-pressed from hand-picked olives. Fruity, slightly bitter with a peppery finish – a hallmark of quality Sicilian EVOO.",10600,,4,Bottle,Active,,https://res.cloudinary.com/nigittriple/image/upload/v1776610014/claude/cunzari-aglio-peperoncino-500220.jpg,23092500220,100,"Agricola Samperi Cunzari – premium cold-pressed Sicilian extra virgin olive oil with a rich, fruity character.",100ml,Bottle,6,Italy,100% Sicilian extra virgin olive oil,,"{""calories"": 884, ""protein_g"": 0, ""carbs_g"": 0, ""fat_g"": 100, ""fiber_g"": 0, ""sodium_mg"": 0}",15ml (1 tbsp),~6 servings,"Store in a cool, dark place away from heat and direct sunlight. Keep sealed.",730,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,olive oil|EVOO|Agricola Samperi|Sicilian|cold pressed
09/04/2026 11.58.53,Cunzari Arancia,Oil,Oil,Agricola Samperi,"Agricola Samperi Cunzari Arancia combines the finest Sicilian EVOO with natural orange zest. A versatile oil for marinades, salad dressings, desserts, and chocolate pairings.",10600,,4,Bottle,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776610022/claude/cunzari-arancia-500222.jpg,23092500222,100,Agricola Samperi Cunzari Orange – Sicilian extra virgin olive oil delicately infused with orange zest.,100ml,Bottle,6,Italy,"Extra virgin olive oil, orange zest",,"{""calories"": 884, ""protein_g"": 0, ""carbs_g"": 0, ""fat_g"": 100, ""fiber_g"": 0, ""sodium_mg"": 0}",15ml (1 tbsp),~6 servings,"Store in a cool, dark place away from heat and direct sunlight. Keep sealed.",730,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,olive oil|EVOO|orange oil|Agricola Samperi|Sicilian
09/04/2026 12.00.49,Capers for Appitezier,Vegetable Preserves and fruits,Pickled Vegetables,Neri,Capers for Appitezier is a premium quality Italian preserved product by Ristoris. Made from carefully selected ingredients and preserved in quality oil or brine to lock in flavour and freshness.,5000,,10,Piece,Active,Yes,"https://res.cloudinary.com/nigittriple/image/upload/v1776610033/claude/capers-for-appitezier-200046.jpg, https://res.cloudinary.com/nigittriple/image/upload/v1776610046/claude/capers-for-appitezier-200046-2.jpg",800783200046,200,"Capers for Appitezier – premium Italian preserved vegetable, ideal as antipasto or cooking ingredient.",200g,Piece,6,Italy,,,"{""calories"": 60, ""protein_g"": 1, ""carbs_g"": 4, ""fat_g"": 4, ""fiber_g"": 2, ""sodium_mg"": 500}",100g,~2 servings,"Store in a cool, dry place. Refrigerate after opening and use within 3 days.",1095,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,preserved vegetables|antipasto|Italian|Ristoris|pickled vegetables
09/04/2026 12.04.30,Cunzari Rosmarino,Oil,Oil,Agricola Samperi,"Agricola Samperi Cunzari Rosmarino is a hand-crafted Sicilian extra virgin olive oil gently infused with fresh rosemary. Ideal for grilling, roasting meats and vegetables, or as a fragrant bread dip.",10600,,2,Bottle,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776610054/claude/cunzari-rosmarino-500219.jpg,23092500219,100,Agricola Samperi Cunzari Rosemary – premium Sicilian extra virgin olive oil infused with fresh rosemary.,100ml,Bottle,6,Italy,"Extra virgin olive oil, rosemary (Rosmarinus officinalis)",,"{""calories"": 884, ""protein_g"": 0, ""carbs_g"": 0, ""fat_g"": 100, ""fiber_g"": 0, ""sodium_mg"": 0}",15ml (1 tbsp),~6 servings,"Store in a cool, dark place away from heat and direct sunlight. Keep sealed.",730,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,olive oil|EVOO|rosemary oil|Agricola Samperi|Sicilian|infused oil
09/04/2026 12.05.39,Pepper Filled Tuna in Oil,Vegetable Preserves and fruits,pickled vegetables,Neri,Pepper Filled Tuna in Oil is a premium quality Italian preserved product by Ristoris. Made from carefully selected ingredients and preserved in quality oil or brine to lock in flavour and freshness.,7780,,1,Piece,Active,Yes,"https://res.cloudinary.com/nigittriple/image/upload/v1776610063/claude/pepper-filled-tuna-in-oil-166014.jpg, https://res.cloudinary.com/nigittriple/image/upload/v1776610073/claude/pepper-filled-tuna-in-oil-166014-2.jpg",8007830166014,190,"Pepper Filled Tuna in Oil – premium Italian preserved vegetable, ideal as antipasto or cooking ingredient.",190g,Piece,6,Italy,,,"{""calories"": 60, ""protein_g"": 1, ""carbs_g"": 4, ""fat_g"": 4, ""fiber_g"": 2, ""sodium_mg"": 500}",100g,~1 servings,"Store in a cool, dry place. Refrigerate after opening and use within 3 days.",1095,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,preserved vegetables|antipasto|Italian|Ristoris|pickled vegetables
09/04/2026 12.10.02,Cunzari Peperoncino,Oil,Oil,Agricola Samperi,"Agricola Samperi Cunzari is a single-origin Sicilian extra virgin olive oil, cold-pressed from hand-picked olives. Fruity, slightly bitter with a peppery finish – a hallmark of quality Sicilian EVOO.",10600,,6,Bottle,Active,,https://res.cloudinary.com/nigittriple/image/upload/v1776610082/claude/cunzari-peperoncino-500211.jpg,23092500211,100,"Agricola Samperi Cunzari – premium cold-pressed Sicilian extra virgin olive oil with a rich, fruity character.",100ml,Bottle,6,Italy,100% Sicilian extra virgin olive oil,,"{""calories"": 884, ""protein_g"": 0, ""carbs_g"": 0, ""fat_g"": 100, ""fiber_g"": 0, ""sodium_mg"": 0}",15ml (1 tbsp),~6 servings,"Store in a cool, dark place away from heat and direct sunlight. Keep sealed.",730,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,olive oil|EVOO|Agricola Samperi|Sicilian|cold pressed
09/04/2026 12.11.18,Mix Beans Marinated with Mushrooms,Vegetable Preserves and fruits,pickled vegetables,Neri,Mix Beans Marinated with Mushrooms is a premium quality Italian preserved product by Ristoris. Made from carefully selected ingredients and preserved in quality oil or brine to lock in flavour and freshness.,4200,,4,Piece,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776610092/claude/mix-beans-marinated-with-mushrooms-129033.jpg,8007830129033,300,"Mix Beans Marinated with Mushrooms – premium Italian preserved vegetable, ideal as antipasto or cooking ingredient.",300g,Piece,6,Italy,,,"{""calories"": 60, ""protein_g"": 1, ""carbs_g"": 4, ""fat_g"": 4, ""fiber_g"": 2, ""sodium_mg"": 500}",100g,~3 servings,"Store in a cool, dry place. Refrigerate after opening and use within 3 days.",1095,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,preserved vegetables|antipasto|Italian|Ristoris|pickled vegetables
09/04/2026 12.14.53,Kalmon Greek olives In brine,Canned Food,Pickled Olives,Neri,Kalmon Greek olives In brine is available at NigitTriple Supermarket Port Harcourt.,3740,,4,Piece,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776610103/claude/kalmon-greek-olives-in-brine-305031.jpg,8007830305031,300,Kalmon Greek olives In brine – quality preserved food for your pantry.,300g,,,Italy,,,"{""calories"": 45, ""protein_g"": 2, ""carbs_g"": 6, ""fat_g"": 1.5, ""fiber_g"": 3, ""sodium_mg"": 450}",See packaging,See packaging,"Store in a cool, dry place. Once opened, transfer to a non-metallic container and refrigerate. Use within 2 days.",1825,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,canned food|neri|pickled olives
09/04/2026 12.20.38,Capers in Sunflower oil,Vegetable Preserves and fruits,pickled Vegetable,Neri,Capers in Sunflower oil is a premium quality Italian preserved product by Ristoris. Made from carefully selected ingredients and preserved in quality oil or brine to lock in flavour and freshness.,5000,,9,Piece,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776610116/claude/capers-in-sunflower-oil-204044.jpg,8007830204044,180,"Capers in Sunflower oil – premium Italian preserved vegetable, ideal as antipasto or cooking ingredient.",180g,Piece,6,Italy,,,"{""calories"": 60, ""protein_g"": 1, ""carbs_g"": 4, ""fat_g"": 4, ""fiber_g"": 2, ""sodium_mg"": 500}",100g,~1 servings,"Store in a cool, dry place. Refrigerate after opening and use within 3 days.",1095,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,preserved vegetables|antipasto|Italian|Ristoris|pickled vegetable
09/04/2026 12.21.22,Aceto Balsamico Di Modena,Sauces and Dressing,Vinegar,Ponti,Aceto Balsamico Di Modena is a premium quality sauce available at NigitTriple Supermarket.,9300,,2,Bottle,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776610125/claude/aceto-balsamico-di-modena-228486.jpg,80228486,486,Premium Italian Vinegar – Aceto Balsamico Di Modena.,486g,Bottle,12,Italy,,,,See packaging,See packaging,"Store in a cool, dry place. Once opened, refrigerate and use within 3–4 days.",1095,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,sauce|ponti|Italian|vinegar
09/04/2026 12.29.34,Sweet and Sour Red Pepper Drops,Canned Food,Canned Vegetables,Ristoris,"Ristoris Sweet and Sour Red Pepper Drops are carefully grilled and preserved Italian vegetables in quality olive oil. Ready to serve as antipasto, sandwich filling, pizza topping, or pasta addition.",23000,,3,Tin,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776610136/claude/sweet-and-sour-red-pepper-drops-243984.jpg,8056515243984,793,Ristoris Sweet and Sour Red Pepper Drops – premium Italian grilled vegetables preserved in oil.,793g,Tin,6,Italy,,,"{""calories"": 35, ""protein_g"": 1, ""carbs_g"": 5, ""fat_g"": 1.5, ""fiber_g"": 2, ""sodium_mg"": 400}",See packaging,See packaging,"Store in a cool, dry place. Once opened, transfer to a non-metallic container and refrigerate. Use within 2 days.",1825,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,grilled vegetables|antipasto|canned vegetables|Ristoris|Italian
